,0-3,3-6,6-9,9-12,12-15,15-18,18-21,21-24,24-27,27-30,30-33,33-36,36-39,39-42,42-45,Subject,Session,Condition,BinaryCondition,TernaryCondition
0,1.379803676803932,0.25037938575147295,0.10505776669337151,0.06910017091316703,0.04792957594061567,0.04070995352505451,0.03475201855863681,0.02948103291627099,0.02643801210519594,0.02416427668917699,0.02350033827626981,0.022096999979548074,0.021671384039646722,0.020525777025657374,0.02100073852194489,Sub01,Session0101,Anesthetized,Unconscious,Unconscious
0,0.996509777956619,0.1814930550988303,0.08964693622335615,0.06249638965608941,0.04336639167447497,0.03649174962017548,0.030804946885507348,0.028002830003599665,0.023749954460003626,0.022709509723570487,0.02085710290236453,0.02063636225912395,0.01977063073488509,0.018793262823609554,0.019069877191400224,Sub01,Session0101,Anesthetized,Unconscious,Unconscious
0,0.4982421006616338,0.1202704020518163,0.05376585756560176,0.026420806547444647,0.0181000290982516,0.014178052440302553,0.01207959728296766,0.011144805997545163,0.009964789774627537,0.009766912537072021,0.009726491079807428,0.009634332766190811,0.00958621574849537,0.009577618310707163,0.009543167852235199,Sub01,Session0101,Anesthetized,Unconscious,Unconscious
0,0.5310342559537213,0.12511182945869295,0.05070884886086456,0.02548983104348593,0.01736597618317785,0.014431624662333609,0.0127904389038226,0.010650998673146625,0.010412002898255066,0.010092686527166559,0.009934659329840398,0.009909766308234601,0.010286139423371171,0.009989197153570504,0.009928812046549666,Sub01,Session0101,Anesthetized,Unconscious,Unconscious
0,0.5155679795417512,0.11503023012327607,0.05076991250579824,0.026832606968632117,0.01902457925485605,0.015710949670484708,0.012854315329991095,0.011912699844279565,0.011053923501906109,0.010657603944113374,0.010688903489024867,0.011101542306521306,0.010846188684623123,0.01061337377835107,0.010114815893951643,Sub01,Session0101,Anesthetized,Unconscious,Unconscious
0,0.4977315094448876,0.12069768626604174,0.04969304431206448,0.02609039281275669,0.017249765646793723,0.014559369506070854,0.01236268334941425,0.010760677097176501,0.010086673596214199,0.009254757045173442,0.009741826498633107,0.009393244871020025,0.009913962183553338,0.010428884747777761,0.009918146247884075,Sub01,Session0101,Anesthetized,Unconscious,Unconscious
0,0.5018327496121048,0.1297641641541303,0.05717209589056829,0.030706578407318295,0.02000726416319484,0.01607078519176172,0.013524738837769583,0.01226840525487213,0.011127390374910095,0.01115646984994351,0.010914845193312518,0.010680747393861727,0.010434640159455194,0.010341773731995707,0.010950243818996997,Sub01,Session0101,Anesthetized,Unconscious,Unconscious
0,0.506719347493381,0.13689714328274835,0.05871648279473095,0.02983006808488068,0.01999282044404427,0.015691415692460464,0.013252789812428006,0.011812919979637647,0.0110751098341995,0.010757440927785675,0.010276699463146887,0.010383320496604249,0.01034773721450242,0.010138649896259148,0.009873441074288813,Sub01,Session0101,Anesthetized,Unconscious,Unconscious
0,0.5124365410773525,0.14131121947121386,0.05990871183250573,0.03162770768352568,0.020094864865807537,0.016531733580086517,0.013532550436627202,0.012376674793839668,0.010885199127902753,0.010489140653554989,0.010018554341745938,0.010609250261020612,0.010170627125256846,0.00984185132264594,0.009876028688461415,Sub01,Session0101,Anesthetized,Unconscious,Unconscious
0,0.5403974933442593,0.12877083748204995,0.053534206519218475,0.029570078635786062,0.020878226826329588,0.016228769487031617,0.013705127798059684,0.01283795409396637,0.011416825888755793,0.011329505636523726,0.010974308684244037,0.010820376289053338,0.010983412119618268,0.01072121288203017,0.010381663434026694,Sub01,Session0101,Anesthetized,Unconscious,Unconscious
0,0.5546673699928122,0.14254453162282268,0.05988110023831172,0.030363834701088836,0.020091231121292696,0.0160691184992001,0.013784678019033868,0.01197257618302764,0.010960112048602118,0.010139690911830895,0.01001969231121988,0.010111732082487404,0.00994645058698138,0.00991190783434261,0.009956928083968666,Sub01,Session0101,Anesthetized,Unconscious,Unconscious
0,0.5659867017140213,0.1287014406858396,0.054610786586141824,0.030601966229821934,0.021131586369783285,0.015991057056788174,0.013273936939222561,0.01223456572088755,0.01125614949703671,0.010779627661422708,0.010104700828840229,0.010143696652261742,0.010375031190031291,0.010041961893566476,0.010349396090271632,Sub01,Session0101,Anesthetized,Unconscious,Unconscious
0,0.9749192040655913,0.46081397015391884,0.12971226771052172,0.05796345804476468,0.034850428600463196,0.026532956256558864,0.018511217312780735,0.019166559411273362,0.014568834368018934,0.013525855440675803,0.013178332163689894,0.012588419326573227,0.011980314929941147,0.011884619639187714,0.01127766423451119,Sub01,Session0101,Anesthetized,Unconscious,Unconscious
0,1.5876004901664378,0.35346031596833993,0.1307056407937076,0.05937868139312267,0.04133111745150884,0.040573476614729265,0.028889326649701858,0.02456503731387709,0.022592830731426882,0.02018263785611099,0.019415002959136948,0.02117133468921871,0.018610938574056306,0.017647772999341647,0.01671386122282503,Sub01,Session0101,Anesthetized,Unconscious,Unconscious
0,0.7655373777367549,0.14302161267121294,0.060542459797343844,0.035406359923879166,0.025006030426778857,0.019084818798224247,0.01659980672184487,0.014928038639739937,0.013854154924407424,0.01301778812910775,0.012607562391389578,0.012157652660731344,0.011663479158251423,0.01112744507510975,0.012167105829816642,Sub01,Session0101,Anesthetized,Unconscious,Unconscious
0,0.5431969451094938,0.1273639939522742,0.05583277585606873,0.02942695973893275,0.02022621056129543,0.015882813034064226,0.013987468449459353,0.01221424937790362,0.010739057174722547,0.01006759296978728,0.00991601849654673,0.010269228255393878,0.010114133191015829,0.009407100425191727,0.009839325942768342,Sub01,Session0101,Anesthetized,Unconscious,Unconscious
0,0.5797349727859572,0.12656139454507565,0.0600749811850431,0.03528230123664729,0.023219903600015353,0.019107857045832278,0.015523512031360629,0.013581098548761503,0.01229469761488363,0.011836840081005063,0.011785365538207544,0.010996370234622436,0.010384401171667763,0.010590447576470551,0.01049040854291248,Sub01,Session0101,Anesthetized,Unconscious,Unconscious
